index,smiles_solvent,smiles_solute,DGsolv,comment,can_smiles_solvent,can_smiles_solute,predicted,total_atoms_solute,total_atoms_solvent,shap_values
1008,Cc1ccccc1,O=[P](c1ccccc1)(c2ccccc2)c3ccccc3,0,logP_setB,Cc1ccccc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,-16.620012,20,7,"[-3.08384442  4.27873365 -4.17722478  0.97787863  0.03203145 -0.23434289
  0.03203145  0.97787863 -4.17721413  0.97787999  0.03203285 -0.2343423
  0.03203285  0.97787999 -4.17721905  0.97787884  0.03203139 -0.2343433
  0.03203139  0.97787884  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1009,C(Cl)Cl,O=[P](c1ccccc1)(c2ccccc2)c3ccccc3,0,logP_setB,ClCCl,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,-18.78295,20,3,"[-2.68643303  3.59682176 -3.84171599  0.72858343 -0.09637225 -0.44059566
 -0.09637225  0.72858343 -3.84171127  0.72858662 -0.09637315 -0.44059562
 -0.09637315  0.72858662 -3.84171668  0.7285837  -0.09637217 -0.44059545
 -0.09637217  0.7285837   0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1010,CC(OC(C)C)=O,O=[P](c1ccccc1)(c2ccccc2)c3ccccc3,0,logP_setB,CC(=O)OC(C)C,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,-16.50204,20,7,"[-1.55061378  0.74802886 -2.11208797  0.32999827 -0.0074665  -0.2195654
 -0.0074665   0.32999827 -2.11208817  0.32999716 -0.00746602 -0.21956685
 -0.00746602  0.32999716 -2.1120894   0.32999811 -0.0074665  -0.2195654
 -0.0074665   0.32999811  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1011,CCCCO,O=[P](c1ccccc1)(c2ccccc2)c3ccccc3,0,logP_setB,CCCCO,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,-16.720434,20,5,"[-0.04815295 -3.2105351  -0.49329354 -0.08988085 -0.02329492 -0.22104384
 -0.02329492 -0.08988085 -0.49329271 -0.0898811  -0.02329471 -0.22104412
 -0.02329471 -0.0898811  -0.49329303 -0.08988085 -0.02329469 -0.22104403
 -0.02329469 -0.08988085  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1012,O,O=[P](c1ccccc1)(c2ccccc2)c3ccccc3,0,logP_setB,O,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,-13.539617,20,1,"[ 3.28211819 -9.86851537  5.01495929 -1.62524161 -0.242084   -0.05148522
 -0.242084   -1.62524161  5.01496155 -1.625246   -0.24208418 -0.05148522
 -0.24208418 -1.625246    5.01496657 -1.62524588 -0.24208475 -0.05148522
 -0.24208475 -1.62524588  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1013,Cc1ccccc1,Oc1cccc2ccccc12,0,logP_setB,Cc1ccccc1,Oc1cccc2ccccc12,-9.669644,11,7,"[ 0.57631176 -0.07166163 -0.1005802  -0.02313696 -0.45190467  1.00783202
 -0.41384904 -0.026726   -0.05089636  0.03787844  0.48676905  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1014,C(Cl)Cl,Oc1cccc2ccccc12,0,logP_setB,ClCCl,Oc1cccc2ccccc12,-10.213518,11,3,"[ 0.45883003  0.05589784 -0.19129625  0.06200553 -0.47771573  1.05638858
 -0.4446516   0.05555102  0.01699591 -0.0685607  -0.09728195  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1015,CC(OC(C)C)=O,Oc1cccc2ccccc12,0,logP_setB,CC(=O)OC(C)C,Oc1cccc2ccccc12,-12.215715,11,7,"[ 0.62050262 -3.1874274  -0.45909376  0.44485325 -0.11433466  0.98402625
 -0.11068628  0.91313664  0.83103009 -0.07581877 -1.42222392  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1016,CCCCO,Oc1cccc2ccccc12,0,logP_setB,CCCCO,Oc1cccc2ccccc12,-11.811745,11,5,"[ 0.3288349  -0.67567102 -0.89673343  0.1968322  -0.63319991  1.00642689
 -0.58758019  0.43622453  0.35450183 -0.12509681 -0.57660381  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1017,O,Oc1cccc2ccccc12,0,logP_setB,O,Oc1cccc2ccccc12,-8.369147,11,1,"[ 0.18785465  0.32990914 -0.27285472  0.0940613  -0.15842911  1.28043916
 -0.06621266  0.15388961  0.13799685  0.48132897  0.1025483   0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1018,Cc1ccccc1,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,0,logP_setB,Cc1ccccc1,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-15.824629,20,7,"[ 0.79212197 -0.07704206 -0.3894928   0.01981934 -0.45377519 -0.20025711
 -0.49538918 -0.49626408 -2.15925093 -0.11260764  0.01538999 -0.47235463
 -0.57214825  0.12277462 -0.17597112 -1.91504097  0.65801628  0.48421646
 -1.48793224  1.7302383   0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1019,C(Cl)Cl,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,0,logP_setB,ClCCl,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-16.60374,20,3,"[ 0.84419895  0.51231602 -0.41793485  0.54236348 -0.10467732  0.03814489
 -0.33768392 -1.71597583 -4.57420417 -1.63345548 -0.98202588 -0.22620205
 -0.75493013  0.39729863  0.27480039 -1.72664488  1.33632731  0.71667819
 -0.68909486  2.53664242  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1020,CC(OC(C)C)=O,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,0,logP_setB,CC(=O)OC(C)C,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-19.07309,20,7,"[ 0.81289372 -0.50123008 -0.31380461 -0.81249059 -0.74925114 -0.64878005
 -0.80448293  0.76742825 -2.6542818   2.02838221  1.28316341 -0.69288479
 -0.5837324  -0.51889731 -1.1900098  -1.87471342 -0.49317715 -0.85893486
 -1.13752349  0.50891779  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1021,CCCCO,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,0,logP_setB,CCCCO,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-18.948254,20,5,"[-0.18457385 -1.06246601 -0.20659379 -0.344865   -0.48181231 -0.58802707
 -0.66532691  0.14963176 -1.73062403  0.90547813  0.55092417 -0.76850937
 -0.13274971 -0.23692246 -1.05452924 -1.31485079 -0.115744   -0.33798613
 -1.11664931  0.42762127  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1022,O,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,0,logP_setB,O,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-14.106507,20,1,"[-0.12725388 -2.01281091 -0.73132113 -0.64356942 -1.49716823 -1.47035995
 -0.86789972  1.9751956   6.32416853  1.95799726  2.00306927 -1.77816231
  0.45882238 -0.39534326 -1.40182396 -2.13972259 -1.06869679  0.35696895
 -2.48667552  0.07775647  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1023,Cc1ccccc1,NC(=O)c1ccccc1,0,logP_setB,Cc1ccccc1,NC(=O)c1ccccc1,-9.534312,9,7,"[-2.17603215  1.86525596 -1.68914032 -0.95096881  0.75673156  0.90433464
  0.7341207   0.90433464  0.75673156  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1024,C(Cl)Cl,NC(=O)c1ccccc1,0,logP_setB,ClCCl,NC(=O)c1ccccc1,-11.56881,9,3,"[-5.23085701  2.33903838 -4.11961442 -2.1099097   1.09770633  2.09622318
  1.80435426  2.09622318  1.09770633  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1025,CC(OC(C)C)=O,NC(=O)c1ccccc1,0,logP_setB,CC(=O)OC(C)C,NC(=O)c1ccccc1,-11.225217,9,7,"[-1.7216575   0.67641716 -1.61882884 -0.78058752  0.25060696  0.80767322
  0.74255883  0.80767322  0.25060696  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1026,CCCCO,NC(=O)c1ccccc1,0,logP_setB,CCCCO,NC(=O)c1ccccc1,-12.140058,9,5,"[-7.63419883  2.8654396  -6.42219365 -3.45143939  1.24181681  3.69022577
  3.27793038  3.69022577  1.24181681  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1027,O,NC(=O)c1ccccc1,0,logP_setB,O,NC(=O)c1ccccc1,-11.374256,9,1,"[11.98156842 -5.50738191  9.52028859  4.63023377 -2.51716231 -5.73507807
 -4.85480522 -5.73507807 -2.51716231  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1028,Cc1ccccc1,CCN(CC)C(=O)c1cccnc1,0,logP_setB,Cc1ccccc1,CCN(CC)C(=O)c1cccnc1,-11.564953,13,7,"[ 0.34454055 -0.63341853  0.36276465 -0.63341853  0.34454055 -0.23412623
  0.49429755 -0.28523808 -0.01684479  0.19769616 -0.29052528 -0.35708692
 -0.21845391  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1029,C(Cl)Cl,CCN(CC)C(=O)c1cccnc1,0,logP_setB,ClCCl,CCN(CC)C(=O)c1cccnc1,-13.673806,13,3,"[ 0.28098941 -0.55785067 -0.1202204  -0.55785067  0.28098941 -1.06875458
  0.40856041 -0.54336584 -0.27438069  0.2127936  -0.30925437 -0.32074677
 -0.46503443  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1030,CC(OC(C)C)=O,CCN(CC)C(=O)c1cccnc1,0,logP_setB,CC(=O)OC(C)C,CCN(CC)C(=O)c1cccnc1,-11.208281,13,7,"[ 0.58288752 -0.56499171  0.82804498 -0.56499171  0.58288752 -0.57973782
  0.70334042 -0.47510255 -0.09112041  0.05254591 -0.49196558 -0.46775085
 -0.08264641  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1031,CCCCO,CCN(CC)C(=O)c1cccnc1,0,logP_setB,CCCCO,CCN(CC)C(=O)c1cccnc1,-11.953875,13,5,"[ 0.89248467 -0.81835963  0.01934061 -0.81835963  0.89248467 -0.78378249
  0.80825516 -0.35926543  0.12794091  0.05381007 -0.44709389 -1.08155733
  0.19990781  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1032,O,CCN(CC)C(=O)c1cccnc1,0,logP_setB,O,CCN(CC)C(=O)c1cccnc1,-11.517464,13,1,"[ 0.77481426 -0.38502811 -2.07824601 -0.38502811  0.77481426 -0.84829667
 -0.2903059   0.22833849  0.92462908 -0.32242131 -0.05010871 -0.48853949
  1.26759579  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1033,Cc1ccccc1,CN1N(C(=O)C(=C1C)CC2=C(C)N(C)N(C2=O)c3ccccc3)c4ccccc4,0,logP_setB,Cc1ccccc1,Cc1c(Cc2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,-21.513348,29,7,"[  0.84153248   1.02471239  -3.74645149   2.01323053  -3.74645168
   1.02470986   0.84153434   2.16754473   1.05563264 -10.72061053
  -1.3930362    1.06551813   1.09207212   0.58620919   1.09207212
   1.06551813   0.30576525  -0.87992729   0.30576537  -0.87992697
 -10.72060687  -1.39303271   1.06551918   1.09207161   0.58620941
   1.09207161   1.06551918   2.1675442    1.05563004   0.
   0.           0.           0.           0.           0.        ]"
1034,C(Cl)Cl,CN1N(C(=O)C(=C1C)CC2=C(C)N(C)N(C2=O)c3ccccc3)c4ccccc4,0,logP_setB,ClCCl,Cc1c(Cc2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,-23.9596,29,3,"[  0.81713237   1.14192679  -4.26176546   2.22453059  -4.26176502
   1.14192589   0.81713208   2.18604183   0.97286021 -11.30289054
  -1.51117935   1.06867108   1.08974367   0.58011113   1.08974367
   1.06867108   0.20427121  -0.91556609   0.20427016  -0.91556454
 -11.30288264  -1.51117887   1.06867119   1.08974325   0.58011092
   1.08974325   1.06867119   2.18604082   0.97285864   0.
   0.           0.           0.           0.           0.        ]"
1035,CC(OC(C)C)=O,CN1N(C(=O)C(=C1C)CC2=C(C)N(C)N(C2=O)c3ccccc3)c4ccccc4,0,logP_setB,CC(=O)OC(C)C,Cc1c(Cc2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,-21.983984,29,7,"[  0.51002048   0.95829344  -4.80089878   1.85062009  -4.80090011
   0.95829375   0.51002139   2.36949589   0.97261165 -11.0025781
  -1.03008346   1.17910922   1.38090201   0.96324199   1.38090201
   1.17910922   0.2691926   -0.92677825   0.26918881  -0.92677552
 -11.00258586  -1.03008257   1.17910876   1.38090266   0.96324175
   1.38090266   1.17910876   2.36949972   0.97260927   0.
   0.           0.           0.           0.           0.        ]"
1036,CCCCO,CN1N(C(=O)C(=C1C)CC2=C(C)N(C)N(C2=O)c3ccccc3)c4ccccc4,0,logP_setB,CCCCO,Cc1c(Cc2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,-21.024801,29,5,"[ 0.56851863  0.9749233  -3.73137188  2.07007216 -3.73137242  0.97492267
  0.56851752  2.02433464  0.72919936 -9.88869386 -0.9837206   1.09497043
  0.96854456  0.4386147   0.96854456  1.09497043  0.59151545 -1.07794844
  0.59151988 -1.0779462  -9.88869123 -0.98372017  1.0949707   0.96854447
  0.4386147   0.96854447  1.0949707   2.02433451  0.72919741  0.
  0.          0.          0.          0.          0.        ]"
1037,O,CN1N(C(=O)C(=C1C)CC2=C(C)N(C)N(C2=O)c3ccccc3)c4ccccc4,0,logP_setB,O,Cc1c(Cc2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,-15.41948,29,1,"[ 1.31768808  1.23858811 -1.48410211  2.96116758 -1.48410274  1.2385852
  1.3176899   2.01196784  0.87298672 -8.67952724 -1.60300887  1.12578168
  0.54644387 -0.6032207   0.54644387  1.12578168  0.91975567 -1.20605506
  0.91974957 -1.20605453 -8.6795348  -1.60300988  1.12578187  0.54644331
 -0.60322014  0.54644331  1.12578187  2.01196664  0.87298749  0.
  0.          0.          0.          0.          0.        ]"
1038,Cc1ccccc1,CN(C(C)=C(C(C1=CC=CC=C1)C(C2=O)=C(C)N(C)N2C3=CC=CC=C3)C4=O)N4C5=CC=CC=C5,0,logP_setB,Cc1ccccc1,Cc1c(C(c2ccccc2)c2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,-24.009333,35,7,"[-0.24081725 -0.07748029 -2.05986677 -2.36630203 -0.50257955  0.00883152
 -0.01871119 -0.04148357 -0.01871119  0.00883152 -2.05986552 -0.07748114
 -0.24081715 -0.33923714 -0.20655332 -1.51896711 -0.32918512 -0.14117698
 -0.01717798 -0.04284541 -0.01717798 -0.14117698 -0.12535669  0.03725492
 -0.12535672  0.03725434 -1.51896672 -0.329185   -0.14117669 -0.01717782
 -0.04284541 -0.01717782 -0.14117669 -0.33923728 -0.20655288]"
1039,C(Cl)Cl,CN(C(C)=C(C(C1=CC=CC=C1)C(C2=O)=C(C)N(C)N2C3=CC=CC=C3)C4=O)N4C5=CC=CC=C5,0,logP_setB,ClCCl,Cc1c(C(c2ccccc2)c2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,-26.268911,35,3,"[-2.96039204e-01 -6.97647969e-02 -2.61658191e+00 -2.74190753e+00
 -3.61219142e-01  5.40872051e-02  2.09407803e-02 -6.94554843e-04
  2.09407803e-02  5.40872051e-02 -2.61658324e+00 -6.97636676e-02
 -2.96039429e-01 -3.94520574e-01 -2.92666159e-01 -2.08422054e+00
 -2.63505336e-01 -1.04894000e-01  2.67844316e-02 -3.06675260e-03
  2.67844316e-02 -1.04894000e-01 -9.12629135e-02 -6.98839261e-02
 -9.12617384e-02 -6.98839370e-02 -2.08422035e+00 -2.63504609e-01
 -1.04893615e-01  2.67845717e-02 -3.06675260e-03  2.67845717e-02
 -1.04893615e-01 -3.94520296e-01 -2.92665713e-01]"
1040,CC(OC(C)C)=O,CN(C(C)=C(C(C1=CC=CC=C1)C(C2=O)=C(C)N(C)N2C3=CC=CC=C3)C4=O)N4C5=CC=CC=C5,0,logP_setB,CC(=O)OC(C)C,Cc1c(C(c2ccccc2)c2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,-24.594067,35,7,"[-0.19819823 -0.01885091 -1.96377791 -2.50753632 -0.4682966   0.00469491
 -0.05731544 -0.04241584 -0.05731544  0.00469491 -1.96377735 -0.01885152
 -0.19819811  0.03685112 -0.10148266 -2.51053946 -0.24275861 -0.15110666
 -0.06992808 -0.04285268 -0.06992808 -0.15110666 -0.15492698  0.22315951
 -0.15492728  0.22315938 -2.5105425  -0.24275863 -0.15110693 -0.06992796
 -0.04285267 -0.06992796 -0.15110693  0.03685019 -0.10148255]"
